fund_ticker,bbg_ticker,date,analysis_type,eqyticker,sedol,figi,nav_shares,iiv_shares,iiv_shares_tminus_one,trade_rebal,nav_wgt_begin,nav_wgt_end,nav_wgt_diff,index_iiv_wgt,dividend,price,equity_market_value,GICS_SECTOR_NAME,GICS_INDUSTRY_NAME,GICS_INDUSTRY_GROUP_NAME,REGULATORY_STRUCTURE,SECURITY_TYP,EQY_SH_OUT,EQY_SH_OUT_million
P2726,P2726,2026-05-13,eod,WM,2937667,BBG000BWVSR1,1335.0,1335.0,1335.0,0.0,0.008995,0.008886,0.0,0.008885,0.0,216.44,288947.4,Industrials,Commercial Services & Supplies,Commercial & Professional Services,,Common Stock,401.5758,401575800.0
P2726,P2726,2026-05-13,eod,WMT,2936921,BBG000BWXBC2,2682.0,2682.0,2682.0,0.0,0.010822,0.010843,-2e-06,0.010846,0.0,131.47,352602.54,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,,Common Stock,7970.991,7970991000.0
P2726,P2726,2026-05-13,eod,XOM,2326618,BBG000GZQ728,4000.0,4000.0,4000.0,0.0,0.018652,0.018645,1e-06,0.018644,0.0,151.57,606280.0,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock,4144.947,4144947000.0
P2726,P2726,2026-05-14,eod,AAPL,2046251,BBG000B9XRY4,7574.0,7574.0,7574.0,0.0,0.069612,0.068825,-3e-06,0.068828,0.0,298.21,2258642.54,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,,Common Stock,14687.36,14687360000.0
P2726,P2726,2026-05-14,eod,ABBV,B92SR70,BBG0025Y4RY4,1063.0,1063.0,1063.0,0.0,0.006816,0.006827,-4e-06,0.006831,0.0,210.77,224048.51,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,1766.793,1766793000.0
P2726,P2726,2026-05-14,eod,ABT,2002305,BBG000B9ZXB4,1896.0,1896.0,1896.0,0.0,0.004888,0.004905,-1e-06,0.004906,0.0,84.9,160970.4,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock,1741.812,1741812000.0
P2726,P2726,2026-05-14,eod,ACN,B4BNMY3,BBG000D9D830,500.0,500.0,500.0,0.0,0.002455,0.002499,2e-06,0.002496,0.0,163.99,81995.0,Information Technology,IT Services,Software & Services,,Common Stock,613.9393,613939300.0
P2726,P2726,2026-05-14,eod,ADBE,2008154,BBG000BB5006,337.0,337.0,337.0,0.0,0.002447,0.002434,-2e-06,0.002435,0.0,237.01,79872.37,Information Technology,Software,Software & Services,,Common Stock,404.2,404200000.0
P2726,P2726,2026-05-14,eod,AMAT,2046552,BBG000BBPFB9,475.0,475.0,475.0,0.0,0.006378,0.006377,-5e-06,0.006381,0.0,440.56,209266.0,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,793.9594,793959400.0
P2726,P2726,2026-05-14,eod,AMD,2007849,BBG000BBQCY0,972.0,972.0,972.0,0.0,0.013317,0.01332,8e-06,0.013312,0.0,449.7,437108.4,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,1630.601,1630601000.0
P2726,P2726,2026-05-14,eod,AMGN,2023607,BBG000BBS2Y0,324.0,324.0,324.0,0.0,0.003352,0.00332,0.0,0.00332,0.0,336.23,108938.52,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,539.7083,539708300.0
P2726,P2726,2026-05-14,eod,AMT,B7FBFL2,BBG000B9XYV2,2399.0,2399.0,2399.0,0.0,0.012827,0.012464,-4e-06,0.012468,0.0,170.5,409029.5,Real Estate,Specialized REITs,Equity Real Estate Investment Trusts,,REIT,465.8931,465893100.0
P2726,P2726,2026-05-14,eod,AMZN,2000019,BBG000BVPV84,5721.0,5721.0,5721.0,0.0,0.047525,0.046584,-7e-06,0.046591,0.0,267.22,1528765.62,Consumer Discretionary,Broadline Retail,Consumer Discretionary Distribution & Retail,,Common Stock,10757.11,10757110000.0
P2726,P2726,2026-05-14,eod,AVGO,BDZ78H9,BBG00KHY5S69,2818.0,2818.0,2818.0,0.0,0.036119,0.037765,4e-06,0.037761,0.0,439.79,1239328.22,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,4734.668,4734668000.0
P2726,P2726,2026-05-14,eod,AXP,2026082,BBG000BCQZS4,411.0,411.0,411.0,0.0,0.003913,0.003917,7e-06,0.00391,0.0,312.77,128548.47,Financials,Consumer Finance,Financial Services,,Common Stock,682.3264,682326400.0
P2726,P2726,2026-05-14,eod,BA,2108601,BBG000BCSST7,867.0,867.0,867.0,0.0,0.006415,0.006056,-5e-06,0.006061,0.0,229.21,198725.07,Industrials,Aerospace & Defense,Capital Goods,,Common Stock,788.3023,788302300.0
P2726,P2726,2026-05-14,eod,BAC,2295677,BBG000BCTLF6,4048.0,4048.0,4048.0,0.0,0.006204,0.006149,0.0,0.006149,0.0,49.85,201792.8,Financials,Banks,Banks,,Common Stock,7096.591,7096591000.0
P2726,P2726,2026-05-14,eod,BKNG,BDRXDB4,BBG000BLBVN4,888.0,888.0,888.0,0.0,0.004234,0.00418,-2e-06,0.004182,0.0,154.48,137178.24,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock,774.8784,774878400.0
P2726,P2726,2026-05-14,eod,BLK,BMZBBT7,BBG01PSW2WN4,110.0,110.0,110.0,0.0,0.003701,0.003701,-6e-06,0.003706,0.0,1104.03,121443.3,Financials,Capital Markets,Financial Services,,Common Stock,155.234,155234000.0
P2726,P2726,2026-05-14,eod,BMY,2126335,BBG000DQLV23,1225.0,1225.0,1225.0,0.0,0.002124,0.002119,0.0,0.002119,0.0,56.77,69543.25,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,2042.071,2042071000.0
P2726,P2726,2026-05-14,eod,BRK/B,2073390,BBG000DWG505,1400.0,1400.0,1400.0,0.0,0.020903,0.02065,-1e-06,0.020651,0.0,484.06,677684.0,Financials,Financial Services,Financial Services,,Common Stock,1398.309,1398309000.0
P2726,P2726,2026-05-14,eod,C,2297907,BBG000FY4S11,1078.0,1078.0,1078.0,0.0,0.004114,0.0041,-1e-06,0.004101,0.0,124.82,134555.96,Financials,Banks,Banks,,Common Stock,1705.577,1705577000.0
P2726,P2726,2026-05-14,eod,CAT,2180201,BBG000BF0K17,519.0,519.0,519.0,0.0,0.014401,0.014553,1.1e-05,0.014542,0.0,920.22,477594.18,Industrials,Machinery,Capital Goods,,Common Stock,460.592,460592000.0
P2726,P2726,2026-05-14,eod,CB,B3BQMF6,BBG000BR14K5,1738.0,1738.0,1738.0,0.0,0.01689,0.016952,-2e-06,0.016954,0.0,320.09,556316.42,Financials,Insurance,Insurance,,Common Stock,387.8601,387860100.0
P2726,P2726,2026-05-14,eod,CL,2209106,BBG000BFQYY3,549.0,549.0,549.0,0.0,0.001484,0.001486,-1e-06,0.001487,0.0,88.84,48773.16,Consumer Staples,Household Products,Household & Personal Products,,Common Stock,800.1893,800189300.0
P2726,P2726,2026-05-14,eod,CMCSA,2044545,BBG000BFT2L4,2155.0,2155.0,2155.0,0.0,0.001653,0.001653,0.0,0.001653,0.0,25.17,54241.35,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock,3562.784,3562784000.0
P2726,P2726,2026-05-14,eod,COP,2685717,BBG000BQQH30,1172.0,1172.0,1172.0,0.0,0.004231,0.004249,0.0,0.004249,0.0,118.97,139432.84,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock,1218.853,1218853000.0
P2726,P2726,2026-05-14,eod,COST,2701271,BBG000F6H8W8,271.0,271.0,271.0,0.0,0.00861,0.008599,-4e-06,0.008602,0.0,1041.25,282178.75,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,,Common Stock,443.6525,443652500.0
P2726,P2726,2026-05-14,eod,CRM,2310525,BBG000BN2DC2,767.0,767.0,767.0,0.0,0.003912,0.003917,1e-06,0.003916,0.0,167.58,128533.86,Information Technology,Software,Software & Services,,Common Stock,818.0537,818053700.0
P2726,P2726,2026-05-14,eod,CSCO,2198163,BBG000C3J3C9,8207.0,8207.0,8207.0,0.0,0.02571,0.028892,-2e-06,0.028894,0.0,115.53,948154.71,Information Technology,Communications Equipment,Technology Hardware & Equipment,,Common Stock,3941.435,3941435000.0
P2726,P2726,2026-05-14,eod,CVS,2577609,BBG000BGRY34,1384.0,1384.0,1384.0,0.0,0.004176,0.004097,-1e-06,0.004098,0.0,97.15,134455.6,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock,1275.927,1275927000.0
P2726,P2726,2026-05-14,eod,CVX,2838555,BBG000K4ND22,1795.0,1795.0,1795.0,0.0,0.010267,0.010209,-1e-06,0.01021,0.0,186.64,335018.8,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock,1991.598,1991598000.0
P2726,P2726,2026-05-14,eod,DE,2261203,BBG000BH1NH9,279.0,279.0,279.0,0.0,0.004982,0.004885,7e-06,0.004878,0.0,574.64,160324.56,Industrials,Machinery,Capital Goods,,Common Stock,270.1073,270107300.0
P2726,P2726,2026-05-14,eod,DHR,2250870,BBG000BH3JF8,378.0,378.0,378.0,0.0,0.00193,0.001895,-2e-06,0.001897,0.0,164.54,62196.12,Health Care,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,707.7706,707770600.0
P2726,P2726,2026-05-14,eod,DIS,2270726,BBG000BH4R78,1059.0,1059.0,1059.0,0.0,0.003416,0.003402,1e-06,0.003401,0.0,105.42,111639.78,Communication Services,Entertainment,Media & Entertainment,,Common Stock,1736.511,1736511000.0
P2726,P2726,2026-05-14,eod,DUK,B7VD3F2,BBG000BHGDH5,1493.0,1493.0,1493.0,0.0,0.005689,0.005655,2e-06,0.005653,0.0,124.31,185594.83,Utilities,Electric Utilities,Utilities,,Common Stock,778.2167,778216700.0
P2726,P2726,2026-05-14,eod,ELV,BSPHGL4,BBG000BCG930,242.0,242.0,242.0,0.0,0.002974,0.002925,-4e-06,0.00293,0.0,396.71,96003.82,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock,217.1624,217162400.0
P2726,P2726,2026-05-14,eod,EMR,2313405,BBG000BHX7N2,622.0,622.0,622.0,0.0,0.002635,0.002613,-2e-06,0.002616,0.0,137.88,85761.36,Industrials,Electrical Equipment,Capital Goods,,Common Stock,560.1,560100000.0
P2726,P2726,2026-05-14,eod,ETN,B8KQN82,BBG000BJ3PD2,431.0,431.0,431.0,0.0,0.005394,0.00536,7e-06,0.005352,0.0,408.1,175891.1,Industrials,Electrical Equipment,Capital Goods,,Common Stock,388.3,388300000.0
P2726,P2726,2026-05-14,eod,FDX,2142784,BBG000BJF1Z8,191.0,191.0,191.0,0.0,0.002172,0.002212,2e-06,0.00221,0.0,379.98,72576.18,Industrials,Air Freight & Logistics,Transportation,,Common Stock,238.6068,238606800.0
P2726,P2726,2026-05-14,eod,GE,BL59CR9,BBG000BK6MB5,1169.0,1169.0,1169.0,0.0,0.010595,0.010385,1e-06,0.010384,0.0,291.54,340810.26,Industrials,Aerospace & Defense,Capital Goods,,Common Stock,1043.337,1043337000.0
P2726,P2726,2026-05-14,eod,GILD,2369174,BBG000CKGBP2,747.0,747.0,747.0,0.0,0.003056,0.003006,2e-06,0.003004,0.0,132.06,98648.82,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,1241.57,1241570000.0
P2726,P2726,2026-05-14,eod,GOOG,BYY88Y7,BBG009S3NB30,2383.0,2383.0,2383.0,0.0,0.029243,0.02884,-7e-06,0.028847,0.0,397.17,946456.11,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock,5456.0,5456000000.0
P2726,P2726,2026-05-14,eod,GOOGL,BYVY8G0,BBG009S39JX6,2983.0,2983.0,2983.0,0.0,0.036934,0.036456,9e-06,0.036448,0.0,401.07,1196391.81,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock,5824.0,5824000000.0
P2726,P2726,2026-05-14,eod,GS,2407966,BBG000C6CFJ5,229.0,229.0,229.0,0.0,0.006728,0.006761,0.0,0.006761,0.0,968.96,221891.84,Financials,Capital Markets,Financial Services,,Common Stock,295.0074,295007400.0
P2726,P2726,2026-05-14,eod,HD,2434209,BBG000BKZB36,585.0,585.0,585.0,0.0,0.005443,0.005425,-4e-06,0.00543,0.0,304.35,178044.75,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock,996.0277,996027700.0
P2726,P2726,2026-05-14,eod,HON,2020459,BBG000H556T9,704.0,704.0,704.0,0.0,0.004719,0.004671,3e-06,0.004668,0.0,217.72,153274.88,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock,633.6531,633653100.0
P2726,P2726,2026-05-14,eod,IBM,2005973,BBG000BLNNH6,753.0,753.0,753.0,0.0,0.00497,0.005011,0.0,0.005011,0.0,218.37,164432.61,Information Technology,IT Services,Software & Services,,Common Stock,939.8853,939885300.0
P2726,P2726,2026-05-14,eod,INTC,2463247,BBG000C0G1D1,2675.0,2675.0,2675.0,0.0,0.009895,0.00945,-1e-06,0.009451,0.0,115.93,310112.75,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,5026.0,5026000000.0
P2726,P2726,2026-05-14,eod,INTU,2459020,BBG000BH5DV1,225.0,225.0,225.0,0.0,0.002572,0.002594,5e-06,0.002589,0.0,378.29,85115.25,Information Technology,Software,Software & Services,,Common Stock,273.537,273537000.0
P2726,P2726,2026-05-14,eod,ISRG,2871301,BBG000BJPDZ1,387.0,387.0,387.0,0.0,0.005144,0.005048,5e-06,0.005043,0.0,428.06,165659.22,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock,354.1628,354162800.0
P2726,P2726,2026-05-14,eod,JNJ,2475833,BBG000BMHYD1,1450.0,1450.0,1450.0,0.0,0.010275,0.010198,1e-06,0.010197,0.0,230.8,334660.0,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,2407.217,2407217000.0
P2726,P2726,2026-05-14,eod,JPM,2190385,BBG000DMBXR2,1640.0,1640.0,1640.0,0.0,0.015143,0.014988,-3e-06,0.014991,0.0,299.91,491852.4,Financials,Banks,Banks,,Common Stock,2679.511,2679511000.0
P2726,P2726,2026-05-14,eod,KO,2206657,BBG000BMX289,2700.0,2700.0,2700.0,0.0,0.006664,0.006619,2e-06,0.006617,0.0,80.45,217215.0,Consumer Staples,Beverages,"Food, Beverage & Tobacco",,Common Stock,4302.482,4302482000.0
P2726,P2726,2026-05-14,eod,LIN,BNZHB81,BBG01FND0CC1,1358.0,1358.0,1358.0,0.0,0.021435,0.021173,-8e-06,0.021181,0.0,511.65,694820.7,Materials,Chemicals,Materials,,Common Stock,462.5995,462599500.0
P2726,P2726,2026-05-14,eod,LLY,2516152,BBG000BNBDC2,478.0,478.0,478.0,0.0,0.014931,0.014663,4e-06,0.014659,0.0,1006.7,481202.6,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,941.7414,941741400.0
P2726,P2726,2026-05-14,eod,LMT,2522096,BBG000C1BW00,226.0,226.0,226.0,0.0,0.003614,0.003584,5e-06,0.003578,0.0,520.41,117612.66,Industrials,Aerospace & Defense,Capital Goods,,Common Stock,230.5636,230563600.0
P2726,P2726,2026-05-14,eod,LOW,2536763,BBG000BNDN65,330.0,330.0,330.0,0.0,0.002237,0.002249,1e-06,0.002248,0.0,223.61,73791.3,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock,561.0,561000000.0
P2726,P2726,2026-05-14,eod,LRCX,BSML4N7,BBG000BNFLM9,749.0,749.0,749.0,0.0,0.006805,0.006828,-4e-06,0.006832,0.0,299.15,224063.35,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,1250.571,1250571000.0
P2726,P2726,2026-05-14,eod,MA,B121557,BBG000F1ZSQ2,626.0,626.0,626.0,0.0,0.009445,0.009346,-1e-06,0.009346,0.0,489.94,306702.44,Financials,Financial Services,Financial Services,,Common Stock,877.0362,877036200.0
P2726,P2726,2026-05-14,eod,MCD,2550707,BBG000BNSZP1,785.0,785.0,785.0,0.0,0.006656,0.006577,-2e-06,0.006579,0.0,274.97,215851.45,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock,710.5059,710505900.0
P2726,P2726,2026-05-14,eod,MDLZ,B8CKK03,BBG000D4LWF6,899.0,899.0,899.0,0.0,0.001701,0.00167,-1e-06,0.001671,0.0,60.97,54812.03,Consumer Staples,Food Products,"Food, Beverage & Tobacco",,Common Stock,1283.65,1283650000.0
P2726,P2726,2026-05-14,eod,MDT,BTN1Y11,BBG000BNWG87,1398.0,1398.0,1398.0,0.0,0.003276,0.003279,-2e-06,0.003281,0.0,76.97,107604.06,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock,1283.885,1283885000.0
P2726,P2726,2026-05-14,eod,META,B7TL820,BBG000MM2P62,1292.0,1292.0,1292.0,0.0,0.0245,0.024347,6e-06,0.024341,0.0,618.43,799011.56,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock,2196.046,2196046000.0
P2726,P2726,2026-05-14,eod,MMM,2595708,BBG000BP52R2,588.0,588.0,588.0,0.0,0.00266,0.0026,-3e-06,0.002603,0.0,145.12,85330.56,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock,521.5673,521567300.0
P2726,P2726,2026-05-14,eod,MO,2692632,BBG000BP6LJ8,1171.0,1171.0,1171.0,0.0,0.002576,0.002584,1e-06,0.002582,0.0,72.41,84792.11,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Common Stock,1669.891,1669891000.0
P2726,P2726,2026-05-14,eod,MRK,2778844,BBG000BPD168,1494.0,1494.0,1494.0,0.0,0.005212,0.005163,1e-06,0.005162,0.0,113.41,169434.54,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,2469.824,2469824000.0
P2726,P2726,2026-05-14,eod,MS,2262314,BBG000BLZRJ2,923.0,923.0,923.0,0.0,0.005502,0.005471,5e-06,0.005467,0.0,194.53,179551.19,Financials,Capital Markets,Financial Services,,Common Stock,1577.285,1577285000.0
P2726,P2726,2026-05-14,eod,MSFT,2588173,BBG000BPH459,3810.0,3810.0,3810.0,0.0,0.047477,0.047534,2e-06,0.047532,0.0,409.43,1559928.3,Information Technology,Software,Software & Services,,Common Stock,7428.435,7428435000.0
P2726,P2726,2026-05-14,eod,MU,2588184,BBG000C5Z1S3,670.0,670.0,670.0,0.0,0.016558,0.015843,6e-06,0.015837,0.0,776.01,519926.7,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,1127.734,1127734000.0
P2726,P2726,2026-05-14,eod,NEE,2328915,BBG000BJSBJ0,3997.0,3997.0,3997.0,0.0,0.011659,0.011653,0.0,0.011653,0.0,95.68,382432.96,Utilities,Electric Utilities,Utilities,,Common Stock,2085.341,2085341000.0
P2726,P2726,2026-05-14,eod,NFLX,2857817,BBG000CL9VN6,2513.0,2513.0,2513.0,0.0,0.006767,0.006658,0.0,0.006658,0.0,86.94,218480.22,Communication Services,Entertainment,Media & Entertainment,,Common Stock,4210.799,4210799000.0
P2726,P2726,2026-05-14,eod,NKE,2640147,BBG000C5HS04,2433.0,2433.0,2433.0,0.0,0.003168,0.003115,-1e-06,0.003116,0.0,42.02,102234.66,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,,Common Stock,1199.499,1199499000.0
P2726,P2726,2026-05-14,eod,NOW,B80NXX8,BBG000M1R011,835.0,835.0,835.0,0.0,0.002235,0.002303,-2e-06,0.002305,0.0,90.5,75567.5,Information Technology,Software,Software & Services,,Common Stock,1031.0,1031000000.0
P2726,P2726,2026-05-14,eod,NVDA,2379504,BBG000BBJQV0,12455.0,12455.0,12455.0,0.0,0.086497,0.08947,-8e-06,0.089478,0.0,235.74,2936141.7,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,24200.0,24200000000.0
P2726,P2726,2026-05-14,eod,ORCL,2661568,BBG000BQLTW7,1355.0,1355.0,1355.0,0.0,0.007907,0.008077,0.0,0.008076,0.0,195.61,265051.55,Information Technology,Software,Software & Services,,Common Stock,2876.046,2876046000.0
P2726,P2726,2026-05-14,eod,PEP,2681511,BBG000DH7JK6,954.0,954.0,954.0,0.0,0.004379,0.004322,3e-06,0.004319,0.0,148.67,141831.18,Consumer Staples,Beverages,"Food, Beverage & Tobacco",,Common Stock,1366.768,1366768000.0
P2726,P2726,2026-05-14,eod,PFE,2684703,BBG000BR2B91,3421.0,3421.0,3421.0,0.0,0.002731,0.002684,0.0,0.002685,0.0,25.75,88090.75,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,5699.444,5699444000.0
P2726,P2726,2026-05-14,eod,PG,2704407,BBG000BR2TH3,1592.0,1592.0,1592.0,0.0,0.006964,0.006923,-2e-06,0.006925,0.0,142.71,227194.32,Consumer Staples,Household Products,Household & Personal Products,,Common Stock,2328.599,2328599000.0
P2726,P2726,2026-05-14,eod,PLTR,BN78DQ4,BBG000N7QR55,1840.0,1840.0,1840.0,0.0,0.007359,0.007498,-1e-06,0.007499,0.0,133.73,246063.2,Information Technology,Software,Software & Services,,Common Stock,2296.071,2296071000.0
P2726,P2726,2026-05-14,eod,PM,B2PKRQ3,BBG000J2XL74,1085.0,1085.0,1085.0,0.0,0.00627,0.006343,-2e-06,0.006345,0.0,191.86,208168.1,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Common Stock,1558.559,1558559000.0
P2726,P2726,2026-05-14,eod,PYPL,BYW36M8,BBG0077VNXV6,715.0,715.0,715.0,0.0,0.000995,0.000981,1e-06,0.00098,0.0,45.04,32203.6,Financials,Financial Services,Financial Services,,Common Stock,882.1055,882105500.0
P2726,P2726,2026-05-14,eod,QCOM,2714923,BBG000CGC1X8,639.0,639.0,639.0,0.0,0.004189,0.003896,0.0,0.003896,0.0,200.08,127851.12,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,1054.0,1054000000.0
P2726,P2726,2026-05-14,eod,RTX,BM5M5Y3,BBG000BW8S60,1486.0,1486.0,1486.0,0.0,0.008139,0.007955,1e-06,0.007954,0.0,175.68,261060.48,Industrials,Aerospace & Defense,Capital Goods,,Common Stock,1346.683,1346683000.0
P2726,P2726,2026-05-14,eod,SBUX,2842255,BBG000CTQBF3,1254.0,1254.0,1254.0,0.0,0.004086,0.004066,2e-06,0.004064,0.0,106.4,133425.6,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock,1139.7,1139700000.0
P2726,P2726,2026-05-14,eod,SCHW,2779397,BBG000BSLZY7,1275.0,1275.0,1275.0,0.0,0.003575,0.003475,-1e-06,0.003476,0.0,89.44,114036.0,Financials,Capital Markets,Financial Services,,Common Stock,1739.136,1739136000.0
P2726,P2726,2026-05-14,eod,SO,2829601,BBG000BT9DW0,2113.0,2113.0,2113.0,0.0,0.006052,0.006032,-1e-06,0.006032,0.0,93.68,197945.84,Utilities,Electric Utilities,Utilities,,Common Stock,1128.32,1128320000.0
P2726,P2726,2026-05-14,eod,SPGI,BYV2325,BBG000BP1Q11,237.0,237.0,237.0,0.0,0.002963,0.002917,4e-06,0.002913,0.0,403.92,95729.04,Financials,Capital Markets,Financial Services,,Common Stock,303.2,303200000.0
P2726,P2726,2026-05-14,eod,T,2831811,BBG000BSJK37,4652.0,4652.0,4652.0,0.0,0.003539,0.003494,0.0,0.003495,0.0,24.65,114671.8,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock,1561.369,1561369000.0
P2726,P2726,2026-05-14,eod,TJX,2989301,BBG000BV8DN6,655.0,655.0,655.0,0.0,0.002962,0.002941,2e-06,0.002939,0.48,147.35,96514.25,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock,1105.814,1105814000.0
P2726,P2726,2026-05-14,eod,TMO,2886907,BBG000BVDLH9,226.0,226.0,226.0,0.0,0.0031,0.003087,-1e-06,0.003088,0.0,448.21,101295.46,Health Care,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock,371.6215,371621500.0
P2726,P2726,2026-05-14,eod,TSLA,B616C79,BBG000N9MNX3,1611.0,1611.0,1611.0,0.0,0.02206,0.021762,-1e-06,0.021763,0.0,443.3,714156.3,Consumer Discretionary,Automobiles,Automobiles & Components,,Common Stock,3755.724,3755724000.0
P2726,P2726,2026-05-14,eod,TXN,2885409,BBG000BVV7G1,542.0,542.0,542.0,0.0,0.005106,0.00509,-1e-06,0.005091,0.0,308.17,167028.14,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock,910.0928,910092800.0
P2726,P2726,2026-05-14,eod,UBER,BK6N347,BBG002B04MT8,1827.0,1827.0,1827.0,0.0,0.004197,0.004158,0.0,0.004158,0.0,74.69,136458.63,Industrials,Ground Transportation,Transportation,,Common Stock,2035.599,2035599000.0
P2726,P2726,2026-05-14,eod,UNH,2917766,BBG000CH5208,988.0,988.0,988.0,0.0,0.012189,0.012015,2e-06,0.012013,0.0,399.09,394300.92,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock,908.1444,908144400.0
P2726,P2726,2026-05-14,eod,UNP,2914734,BBG000BW3299,521.0,521.0,521.0,0.0,0.00424,0.004276,-4e-06,0.00428,0.0,269.34,140326.14,Industrials,Ground Transportation,Transportation,,Common Stock,593.7132,593713200.0
P2726,P2726,2026-05-14,eod,UPS,2517382,BBG000L9CV04,650.0,650.0,650.0,0.0,0.001968,0.001949,1e-06,0.001949,0.0,98.42,63973.0,Industrials,Air Freight & Logistics,Transportation,,Common Stock,746.5818,746581800.0
P2726,P2726,2026-05-14,eod,USB,2736035,BBG000FFDM15,937.0,937.0,937.0,0.0,0.00152,0.001525,1e-06,0.001525,0.0,53.42,50054.54,Financials,Banks,Banks,,Common Stock,1552.3,1552300000.0
P2726,P2726,2026-05-14,eod,V,B2PZN04,BBG000PSKYX7,1288.0,1288.0,1288.0,0.0,0.012687,0.012658,-5e-06,0.012663,0.0,322.52,415405.76,Financials,Financial Services,Financial Services,,Common Stock,1659.71,1659710000.0
P2726,P2726,2026-05-14,eod,VZ,2090571,BBG000HS77T5,2767.0,2767.0,2767.0,0.0,0.004017,0.003968,0.0,0.003968,0.0,47.06,130215.02,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock,4175.559,4175559000.0
P2726,P2726,2026-05-14,eod,WFC,2649100,BBG000BWQFY7,1891.0,1891.0,1891.0,0.0,0.004276,0.004252,-1e-06,0.004253,0.0,73.79,139536.89,Financials,Banks,Banks,,Common Stock,3060.189,3060189000.0
P2726,P2726,2026-05-14,eod,WM,2937667,BBG000BWVSR1,1335.0,1335.0,1335.0,0.0,0.008886,0.008902,0.0,0.008901,0.0,218.82,292124.7,Industrials,Commercial Services & Supplies,Commercial & Professional Services,,Common Stock,401.5758,401575800.0
P2726,P2726,2026-05-14,eod,WMT,2936921,BBG000BWXBC2,2682.0,2682.0,2682.0,0.0,0.010843,0.010825,-2e-06,0.010828,0.0,132.46,355257.72,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,,Common Stock,7970.991,7970991000.0
