source,date,fund,fund_ticker,bbg_ticker,eqyticker,sedol,shares_cust,quantity,category_description,asset_group,price,market_value,GICS_SECTOR_NAME,GICS_INDUSTRY_NAME,GICS_INDUSTRY_GROUP_NAME
umb,2026-05-14,P2726,P2726,P2726,PEP,,954.0,954.0,COMMON,,148.67,141831.18,Consumer Staples,Beverages,"Food, Beverage & Tobacco"
umb,2026-05-14,P2726,P2726,P2726,PFE,,3421.0,3421.0,COMMON,,25.75,88090.75,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences"
umb,2026-05-14,P2726,P2726,P2726,PG,,1592.0,1592.0,COMMON,,142.71,227194.32,Consumer Staples,Household Products,Household & Personal Products
umb,2026-05-14,P2726,P2726,P2726,PLTR,,1840.0,1840.0,COMMON,,133.73,246063.2,Information Technology,Software,Software & Services
umb,2026-05-14,P2726,P2726,P2726,PM,,1085.0,1085.0,COMMON,,191.86,208168.1,Consumer Staples,Tobacco,"Food, Beverage & Tobacco"
umb,2026-05-14,P2726,P2726,P2726,PYPL,,715.0,715.0,COMMON,,45.04,32203.6,Financials,Financial Services,Financial Services
umb,2026-05-14,P2726,P2726,P2726,QCOM,,639.0,639.0,COMMON,,200.08,127851.12,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment
umb,2026-05-14,P2726,P2726,P2726,RTX,,1486.0,1486.0,COMMON,,175.68,261060.48,Industrials,Aerospace & Defense,Capital Goods
umb,2026-05-14,P2726,P2726,P2726,SBUX,,1254.0,1254.0,COMMON,,106.4,133425.6,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services
umb,2026-05-14,P2726,P2726,P2726,SCHW,,1275.0,1275.0,COMMON,,89.44,114036.0,Financials,Capital Markets,Financial Services
umb,2026-05-14,P2726,P2726,P2726,SO,,2113.0,2113.0,COMMON,,93.68,197945.84,Utilities,Electric Utilities,Utilities
umb,2026-05-14,P2726,P2726,P2726,SPGI,,237.0,237.0,COMMON,,403.92,95729.04,Financials,Capital Markets,Financial Services
umb,2026-05-14,P2726,P2726,P2726,T,,4652.0,4652.0,COMMON,,24.65,114671.8,Communication Services,Diversified Telecommunication Services,Telecommunication Services
umb,2026-05-14,P2726,P2726,P2726,TJX,,655.0,655.0,COMMON,,147.35,96514.25,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail
umb,2026-05-14,P2726,P2726,P2726,TMO,,226.0,226.0,COMMON,,448.21,101295.46,Health Care,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences"
umb,2026-05-14,P2726,P2726,P2726,TSLA,,1611.0,1611.0,COMMON,,443.3,714156.3,Consumer Discretionary,Automobiles,Automobiles & Components
umb,2026-05-14,P2726,P2726,P2726,TXN,,542.0,542.0,COMMON,,308.17,167028.14,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment
umb,2026-05-14,P2726,P2726,P2726,UBER,,1827.0,1827.0,COMMON,,74.69,136458.63,Industrials,Ground Transportation,Transportation
umb,2026-05-14,P2726,P2726,P2726,UNH,,988.0,988.0,COMMON,,399.09,394300.92,Health Care,Health Care Providers & Services,Health Care Equipment & Services
umb,2026-05-14,P2726,P2726,P2726,UNP,,521.0,521.0,COMMON,,269.34,140326.14,Industrials,Ground Transportation,Transportation
umb,2026-05-14,P2726,P2726,P2726,UPS,,650.0,650.0,COMMON,,98.42,63973.0,Industrials,Air Freight & Logistics,Transportation
umb,2026-05-14,P2726,P2726,P2726,USB,,937.0,937.0,COMMON,,53.42,50054.54,Financials,Banks,Banks
umb,2026-05-14,P2726,P2726,P2726,V,,1288.0,1288.0,COMMON,,322.52,415405.76,Financials,Financial Services,Financial Services
umb,2026-05-14,P2726,P2726,P2726,VZ,,2767.0,2767.0,COMMON,,47.06,130215.02,Communication Services,Diversified Telecommunication Services,Telecommunication Services
umb,2026-05-14,P2726,P2726,P2726,WFC,,1891.0,1891.0,COMMON,,73.79,139536.89,Financials,Banks,Banks
umb,2026-05-14,P2726,P2726,P2726,WM,,1335.0,1335.0,COMMON,,218.82,292124.7,Industrials,Commercial Services & Supplies,Commercial & Professional Services
umb,2026-05-14,P2726,P2726,P2726,WMT,,2682.0,2682.0,COMMON,,132.46,355257.72,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail
umb,2026-05-14,P2726,P2726,P2726,XOM,,4000.0,4000.0,COMMON,,152.78,611120.0,Energy,"Oil, Gas & Consumable Fuels",Energy
