fund,fund_ticker,bbg_ticker,date,eqyticker,shares_vest,shares_cust,price_vest,price_cust,shares_diff,price_diff,discrepancy_type
P2726,P2726,P2726,2026-05-13,TSLA,1611.0,1611.0,435.61,445.27,0.0,-9.66,Match
P2726,P2726,P2726,2026-05-13,TSLA,1611.0,1611.0,435.61,445.27,0.0,-9.66,Match
P2726,P2726,P2726,2026-05-13,TSLA,1611.0,1611.0,445.18,445.27,0.0,-0.09,Match
P2726,P2726,P2726,2026-05-13,TXN,542.0,542.0,304.56,306.34,0.0,-1.78,Match
P2726,P2726,P2726,2026-05-13,TXN,542.0,542.0,304.56,306.34,0.0,-1.78,Match
P2726,P2726,P2726,2026-05-13,TXN,542.0,542.0,306.34,306.34,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,UBER,1827.0,1827.0,74.7,74.7,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,UBER,1827.0,1827.0,75.12,74.7,0.0,0.42,Match
P2726,P2726,P2726,2026-05-13,UBER,1827.0,1827.0,75.12,74.7,0.0,0.42,Match
P2726,P2726,P2726,2026-05-13,UNH,988.0,988.0,401.16,401.16,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,UNH,988.0,988.0,395.16,401.16,0.0,-6.0,Match
P2726,P2726,P2726,2026-05-13,UNH,988.0,988.0,395.16,401.16,0.0,-6.0,Match
P2726,P2726,P2726,2026-05-13,UNP,521.0,521.0,264.97,264.65,0.0,0.32,Match
P2726,P2726,P2726,2026-05-13,UNP,521.0,521.0,264.97,264.65,0.0,0.32,Match
P2726,P2726,P2726,2026-05-13,UNP,521.0,521.0,264.65,264.65,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,UPS,650.0,650.0,98.3,98.45,0.0,-0.15,Match
P2726,P2726,P2726,2026-05-13,UPS,650.0,650.0,98.3,98.45,0.0,-0.15,Match
P2726,P2726,P2726,2026-05-13,UPS,650.0,650.0,98.45,98.45,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,USB,937.0,937.0,52.74,52.74,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,USB,937.0,937.0,53.96,52.74,0.0,1.22,Match
P2726,P2726,P2726,2026-05-13,USB,937.0,937.0,53.96,52.74,0.0,1.22,Match
P2726,P2726,P2726,2026-05-13,V,1288.0,1288.0,323.47,320.31,0.0,3.16,Match
P2726,P2726,P2726,2026-05-13,V,1288.0,1288.0,323.47,320.31,0.0,3.16,Match
P2726,P2726,P2726,2026-05-13,V,1288.0,1288.0,320.31,320.31,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,VZ,2767.0,2767.0,47.68,47.21,0.0,0.47,Match
P2726,P2726,P2726,2026-05-13,VZ,2767.0,2767.0,47.21,47.21,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,VZ,2767.0,2767.0,47.68,47.21,0.0,0.47,Match
P2726,P2726,P2726,2026-05-13,WFC,1891.0,1891.0,73.53,73.53,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,WFC,1891.0,1891.0,74.03,73.53,0.0,0.5,Match
P2726,P2726,P2726,2026-05-13,WFC,1891.0,1891.0,74.03,73.53,0.0,0.5,Match
P2726,P2726,P2726,2026-05-13,WM,1335.0,1335.0,214.72,216.44,0.0,-1.72,Match
P2726,P2726,P2726,2026-05-13,WM,1335.0,1335.0,214.72,216.44,0.0,-1.72,Match
P2726,P2726,P2726,2026-05-13,WM,1335.0,1335.0,216.44,216.44,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,WMT,2682.0,2682.0,131.47,131.47,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,WMT,2682.0,2682.0,129.98,131.47,0.0,-1.49,Match
P2726,P2726,P2726,2026-05-13,WMT,2682.0,2682.0,129.98,131.47,0.0,-1.49,Match
P2726,P2726,P2726,2026-05-13,XOM,4000.0,4000.0,151.57,151.57,0.0,0.0,Match
P2726,P2726,P2726,2026-05-13,XOM,4000.0,4000.0,149.96,151.57,0.0,-1.61,Match
P2726,P2726,P2726,2026-05-13,XOM,4000.0,4000.0,149.96,151.57,0.0,-1.61,Match
P2726,P2726,P2726,2026-05-14,AAPL,7574.0,7574.0,297.86,298.21,0.0,-0.35,Match
P2726,P2726,P2726,2026-05-14,AAPL,7574.0,7574.0,298.21,298.21,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AAPL,7574.0,7574.0,297.86,298.21,0.0,-0.35,Match
P2726,P2726,P2726,2026-05-14,ABBV,1063.0,1063.0,211.22,210.77,0.0,0.45,Match
P2726,P2726,P2726,2026-05-14,ABBV,1063.0,1063.0,211.22,210.77,0.0,0.45,Match
P2726,P2726,P2726,2026-05-14,ABBV,1063.0,1063.0,210.77,210.77,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ABT,1896.0,1896.0,84.62,84.9,0.0,-0.28,Match
P2726,P2726,P2726,2026-05-14,ABT,1896.0,1896.0,84.62,84.9,0.0,-0.28,Match
P2726,P2726,P2726,2026-05-14,ABT,1896.0,1896.0,84.9,84.9,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ACN,500.0,500.0,163.99,163.99,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ACN,500.0,500.0,162.48,163.99,0.0,-1.51,Match
P2726,P2726,P2726,2026-05-14,ACN,500.0,500.0,162.48,163.99,0.0,-1.51,Match
P2726,P2726,P2726,2026-05-14,ADBE,337.0,337.0,237.01,237.01,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ADBE,337.0,337.0,232.18,237.01,0.0,-4.83,Match
P2726,P2726,P2726,2026-05-14,ADBE,337.0,337.0,232.18,237.01,0.0,-4.83,Match
P2726,P2726,P2726,2026-05-14,AMAT,475.0,475.0,440.56,440.56,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AMAT,475.0,475.0,441.54,440.56,0.0,0.98,Match
P2726,P2726,P2726,2026-05-14,AMAT,475.0,475.0,441.54,440.56,0.0,0.98,Match
P2726,P2726,P2726,2026-05-14,AMD,972.0,972.0,449.7,449.7,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AMD,972.0,972.0,447.83,449.7,0.0,-1.87,Match
P2726,P2726,P2726,2026-05-14,AMD,972.0,972.0,447.83,449.7,0.0,-1.87,Match
P2726,P2726,P2726,2026-05-14,AMGN,324.0,324.0,336.34,336.23,0.0,0.11,Match
P2726,P2726,P2726,2026-05-14,AMGN,324.0,324.0,336.23,336.23,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AMGN,324.0,324.0,336.34,336.23,0.0,0.11,Match
P2726,P2726,P2726,2026-05-14,AMT,2399.0,2399.0,174.17,170.5,0.0,3.67,Match
P2726,P2726,P2726,2026-05-14,AMT,2399.0,2399.0,170.5,170.5,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AMT,2399.0,2399.0,174.17,170.5,0.0,3.67,Match
P2726,P2726,P2726,2026-05-14,AMZN,5721.0,5721.0,269.27,267.22,0.0,2.05,Match
P2726,P2726,P2726,2026-05-14,AMZN,5721.0,5721.0,269.27,267.22,0.0,2.05,Match
P2726,P2726,P2726,2026-05-14,AMZN,5721.0,5721.0,267.22,267.22,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AVGO,2818.0,2818.0,428.85,439.79,0.0,-10.94,Match
P2726,P2726,P2726,2026-05-14,AVGO,2818.0,2818.0,428.85,439.79,0.0,-10.94,Match
P2726,P2726,P2726,2026-05-14,AVGO,2818.0,2818.0,439.79,439.79,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AXP,411.0,411.0,312.56,312.77,0.0,-0.21,Match
P2726,P2726,P2726,2026-05-14,AXP,411.0,411.0,312.77,312.77,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,AXP,411.0,411.0,312.56,312.77,0.0,-0.21,Match
P2726,P2726,P2726,2026-05-14,BA,867.0,867.0,232.14,229.21,0.0,2.93,Match
P2726,P2726,P2726,2026-05-14,BA,867.0,867.0,232.14,229.21,0.0,2.93,Match
P2726,P2726,P2726,2026-05-14,BA,867.0,867.0,229.21,229.21,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BAC,4048.0,4048.0,50.26,49.85,0.0,0.41,Match
P2726,P2726,P2726,2026-05-14,BAC,4048.0,4048.0,50.26,49.85,0.0,0.41,Match
P2726,P2726,P2726,2026-05-14,BAC,4048.0,4048.0,49.85,49.85,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BKNG,888.0,888.0,154.48,154.48,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BKNG,888.0,888.0,156.41,154.48,0.0,1.93,Match
P2726,P2726,P2726,2026-05-14,BKNG,888.0,888.0,156.41,154.48,0.0,1.93,Match
P2726,P2726,P2726,2026-05-14,BLK,110.0,110.0,1104.03,1104.03,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BLK,110.0,110.0,1103.47,1104.03,0.0,-0.56,Match
P2726,P2726,P2726,2026-05-14,BLK,110.0,110.0,1103.47,1104.03,0.0,-0.56,Match
P2726,P2726,P2726,2026-05-14,BMY,1225.0,1225.0,56.84,56.77,0.0,0.07,Match
P2726,P2726,P2726,2026-05-14,BMY,1225.0,1225.0,56.84,56.77,0.0,0.07,Match
P2726,P2726,P2726,2026-05-14,BMY,1225.0,1225.0,56.77,56.77,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BRK/B,1400.0,1400.0,484.06,484.06,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,BRK/B,1400.0,1400.0,484.26,484.06,0.0,0.2,Match
P2726,P2726,P2726,2026-05-14,BRK/B,1400.0,1400.0,484.26,484.06,0.0,0.2,Match
P2726,P2726,P2726,2026-05-14,C,1078.0,1078.0,125.25,124.82,0.0,0.43,Match
P2726,P2726,P2726,2026-05-14,C,1078.0,1078.0,124.82,124.82,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,C,1078.0,1078.0,125.25,124.82,0.0,0.43,Match
P2726,P2726,P2726,2026-05-14,CAT,519.0,519.0,913.12,920.22,0.0,-7.1,Match
P2726,P2726,P2726,2026-05-14,CAT,519.0,519.0,913.12,920.22,0.0,-7.1,Match
P2726,P2726,P2726,2026-05-14,CAT,519.0,519.0,920.22,920.22,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CB,1738.0,1738.0,320.09,320.09,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CB,1738.0,1738.0,319.57,320.09,0.0,-0.52,Match
P2726,P2726,P2726,2026-05-14,CB,1738.0,1738.0,319.57,320.09,0.0,-0.52,Match
P2726,P2726,P2726,2026-05-14,CL,549.0,549.0,88.84,88.84,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CL,549.0,549.0,88.53,88.84,0.0,-0.31,Match
P2726,P2726,P2726,2026-05-14,CL,549.0,549.0,88.53,88.84,0.0,-0.31,Match
P2726,P2726,P2726,2026-05-14,CMCSA,2155.0,2155.0,25.17,25.17,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CMCSA,2155.0,2155.0,25.08,25.17,0.0,-0.09,Match
P2726,P2726,P2726,2026-05-14,CMCSA,2155.0,2155.0,25.08,25.17,0.0,-0.09,Match
P2726,P2726,P2726,2026-05-14,COP,1172.0,1172.0,118.97,118.97,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,COP,1172.0,1172.0,118.04,118.97,0.0,-0.93,Match
P2726,P2726,P2726,2026-05-14,COP,1172.0,1172.0,118.04,118.97,0.0,-0.93,Match
P2726,P2726,P2726,2026-05-14,COST,271.0,271.0,1033.94,1041.25,0.0,-7.31,Match
P2726,P2726,P2726,2026-05-14,COST,271.0,271.0,1033.94,1041.25,0.0,-7.31,Match
P2726,P2726,P2726,2026-05-14,COST,271.0,271.0,1041.25,1041.25,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CRM,767.0,767.0,167.58,167.58,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CRM,767.0,767.0,165.6,167.58,0.0,-1.98,Match
P2726,P2726,P2726,2026-05-14,CRM,767.0,767.0,165.6,167.58,0.0,-1.98,Match
P2726,P2726,P2726,2026-05-14,CSCO,8207.0,8207.0,115.35,115.53,0.0,-0.18,Match
P2726,P2726,P2726,2026-05-14,CSCO,8207.0,8207.0,115.53,115.53,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CSCO,8207.0,8207.0,115.35,115.53,0.0,-0.18,Match
P2726,P2726,P2726,2026-05-14,CVS,1384.0,1384.0,98.1,97.15,0.0,0.95,Match
P2726,P2726,P2726,2026-05-14,CVS,1384.0,1384.0,98.1,97.15,0.0,0.95,Match
P2726,P2726,P2726,2026-05-14,CVS,1384.0,1384.0,97.15,97.15,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CVX,1795.0,1795.0,186.64,186.64,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,CVX,1795.0,1795.0,186.58,186.64,0.0,-0.06,Match
P2726,P2726,P2726,2026-05-14,CVX,1795.0,1795.0,186.58,186.64,0.0,-0.06,Match
P2726,P2726,P2726,2026-05-14,DE,279.0,279.0,583.84,574.64,0.0,9.2,Match
P2726,P2726,P2726,2026-05-14,DE,279.0,279.0,583.84,574.64,0.0,9.2,Match
P2726,P2726,P2726,2026-05-14,DE,279.0,279.0,574.64,574.64,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,DHR,378.0,378.0,168.12,164.54,0.0,3.58,Match
P2726,P2726,P2726,2026-05-14,DHR,378.0,378.0,164.54,164.54,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,DHR,378.0,378.0,168.12,164.54,0.0,3.58,Match
P2726,P2726,P2726,2026-05-14,DIS,1059.0,1059.0,105.46,105.42,0.0,0.04,Match
P2726,P2726,P2726,2026-05-14,DIS,1059.0,1059.0,105.46,105.42,0.0,0.04,Match
P2726,P2726,P2726,2026-05-14,DIS,1059.0,1059.0,105.42,105.42,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,DUK,1493.0,1493.0,124.36,124.31,0.0,0.05,Match
P2726,P2726,P2726,2026-05-14,DUK,1493.0,1493.0,124.31,124.31,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,DUK,1493.0,1493.0,124.36,124.31,0.0,0.05,Match
P2726,P2726,P2726,2026-05-14,ELV,242.0,242.0,396.71,396.71,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ELV,242.0,242.0,396.6,396.71,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-14,ELV,242.0,242.0,396.6,396.71,0.0,-0.11,Match
P2726,P2726,P2726,2026-05-14,EMR,622.0,622.0,137.88,137.88,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,EMR,622.0,622.0,137.84,137.88,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-14,EMR,622.0,622.0,137.84,137.88,0.0,-0.04,Match
P2726,P2726,P2726,2026-05-14,ETN,431.0,431.0,405.48,408.1,0.0,-2.62,Match
P2726,P2726,P2726,2026-05-14,ETN,431.0,431.0,405.48,408.1,0.0,-2.62,Match
P2726,P2726,P2726,2026-05-14,ETN,431.0,431.0,408.1,408.1,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,FDX,191.0,191.0,374.0,379.98,0.0,-5.98,Match
P2726,P2726,P2726,2026-05-14,FDX,191.0,191.0,379.98,379.98,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,FDX,191.0,191.0,374.0,379.98,0.0,-5.98,Match
P2726,P2726,P2726,2026-05-14,GE,1169.0,1169.0,291.54,291.54,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GE,1169.0,1169.0,290.86,291.54,0.0,-0.68,Match
P2726,P2726,P2726,2026-05-14,GE,1169.0,1169.0,290.86,291.54,0.0,-0.68,Match
P2726,P2726,P2726,2026-05-14,GILD,747.0,747.0,134.35,132.06,0.0,2.29,Match
P2726,P2726,P2726,2026-05-14,GILD,747.0,747.0,134.35,132.06,0.0,2.29,Match
P2726,P2726,P2726,2026-05-14,GILD,747.0,747.0,132.06,132.06,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GOOG,2383.0,2383.0,395.01,397.17,0.0,-2.16,Match
P2726,P2726,P2726,2026-05-14,GOOG,2383.0,2383.0,395.01,397.17,0.0,-2.16,Match
P2726,P2726,P2726,2026-05-14,GOOG,2383.0,2383.0,397.17,397.17,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GOOGL,2983.0,2983.0,398.1,401.07,0.0,-2.97,Match
P2726,P2726,P2726,2026-05-14,GOOGL,2983.0,2983.0,401.07,401.07,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GOOGL,2983.0,2983.0,398.1,401.07,0.0,-2.97,Match
P2726,P2726,P2726,2026-05-14,GS,229.0,229.0,968.96,968.96,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,GS,229.0,229.0,966.12,968.96,0.0,-2.84,Match
P2726,P2726,P2726,2026-05-14,GS,229.0,229.0,966.12,968.96,0.0,-2.84,Match
P2726,P2726,P2726,2026-05-14,HD,585.0,585.0,303.37,304.35,0.0,-0.98,Match
P2726,P2726,P2726,2026-05-14,HD,585.0,585.0,303.37,304.35,0.0,-0.98,Match
P2726,P2726,P2726,2026-05-14,HD,585.0,585.0,304.35,304.35,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,HON,704.0,704.0,217.72,217.72,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,HON,704.0,704.0,217.49,217.72,0.0,-0.23,Match
P2726,P2726,P2726,2026-05-14,HON,704.0,704.0,217.49,217.72,0.0,-0.23,Match
P2726,P2726,P2726,2026-05-14,IBM,753.0,753.0,218.37,218.37,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,IBM,753.0,753.0,216.81,218.37,0.0,-1.56,Match
P2726,P2726,P2726,2026-05-14,IBM,753.0,753.0,216.81,218.37,0.0,-1.56,Match
P2726,P2726,P2726,2026-05-14,INTC,2675.0,2675.0,116.59,115.93,0.0,0.66,Match
P2726,P2726,P2726,2026-05-14,INTC,2675.0,2675.0,116.59,115.93,0.0,0.66,Match
P2726,P2726,P2726,2026-05-14,INTC,2675.0,2675.0,115.93,115.93,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,INTU,225.0,225.0,378.29,378.29,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,INTU,225.0,225.0,373.41,378.29,0.0,-4.88,Match
P2726,P2726,P2726,2026-05-14,INTU,225.0,225.0,373.41,378.29,0.0,-4.88,Match
P2726,P2726,P2726,2026-05-14,ISRG,387.0,387.0,428.06,428.06,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,ISRG,387.0,387.0,431.72,428.06,0.0,3.66,Match
P2726,P2726,P2726,2026-05-14,ISRG,387.0,387.0,431.72,428.06,0.0,3.66,Match
P2726,P2726,P2726,2026-05-14,JNJ,1450.0,1450.0,231.2,230.8,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,JNJ,1450.0,1450.0,231.2,230.8,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,JNJ,1450.0,1450.0,230.8,230.8,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,JPM,1640.0,1640.0,303.18,299.91,0.0,3.27,Match
P2726,P2726,P2726,2026-05-14,JPM,1640.0,1640.0,299.91,299.91,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,JPM,1640.0,1640.0,303.18,299.91,0.0,3.27,Match
P2726,P2726,P2726,2026-05-14,KO,2700.0,2700.0,80.45,80.45,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,KO,2700.0,2700.0,80.28,80.45,0.0,-0.17,Match
P2726,P2726,P2726,2026-05-14,KO,2700.0,2700.0,80.28,80.45,0.0,-0.17,Match
P2726,P2726,P2726,2026-05-14,LIN,1358.0,1358.0,511.65,511.65,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,LIN,1358.0,1358.0,511.47,511.65,0.0,-0.18,Match
P2726,P2726,P2726,2026-05-14,LIN,1358.0,1358.0,511.47,511.65,0.0,-0.18,Match
P2726,P2726,P2726,2026-05-14,LLY,478.0,478.0,1006.7,1006.7,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,LLY,478.0,478.0,1006.63,1006.7,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,LLY,478.0,478.0,1006.63,1006.7,0.0,-0.07,Match
P2726,P2726,P2726,2026-05-14,LMT,226.0,226.0,520.41,520.41,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,LMT,226.0,226.0,515.39,520.41,0.0,-5.02,Match
P2726,P2726,P2726,2026-05-14,LMT,226.0,226.0,515.39,520.41,0.0,-5.02,Match
P2726,P2726,P2726,2026-05-14,LOW,330.0,330.0,222.73,223.61,0.0,-0.88,Match
P2726,P2726,P2726,2026-05-14,LOW,330.0,330.0,223.61,223.61,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,LOW,330.0,330.0,222.73,223.61,0.0,-0.88,Match
P2726,P2726,P2726,2026-05-14,LRCX,749.0,749.0,299.15,299.15,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,LRCX,749.0,749.0,298.26,299.15,0.0,-0.89,Match
P2726,P2726,P2726,2026-05-14,LRCX,749.0,749.0,298.26,299.15,0.0,-0.89,Match
P2726,P2726,P2726,2026-05-14,MA,626.0,626.0,489.94,489.94,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MA,626.0,626.0,491.06,489.94,0.0,1.12,Match
P2726,P2726,P2726,2026-05-14,MA,626.0,626.0,491.06,489.94,0.0,1.12,Match
P2726,P2726,P2726,2026-05-14,MCD,785.0,785.0,276.4,274.97,0.0,1.43,Match
P2726,P2726,P2726,2026-05-14,MCD,785.0,785.0,274.97,274.97,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MCD,785.0,785.0,276.4,274.97,0.0,1.43,Match
P2726,P2726,P2726,2026-05-14,MDLZ,899.0,899.0,61.54,60.97,0.0,0.57,Match
P2726,P2726,P2726,2026-05-14,MDLZ,899.0,899.0,60.97,60.97,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MDLZ,899.0,899.0,61.54,60.97,0.0,0.57,Match
P2726,P2726,P2726,2026-05-14,MDT,1398.0,1398.0,76.45,76.97,0.0,-0.52,Match
P2726,P2726,P2726,2026-05-14,MDT,1398.0,1398.0,76.45,76.97,0.0,-0.52,Match
P2726,P2726,P2726,2026-05-14,MDT,1398.0,1398.0,76.97,76.97,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,META,1292.0,1292.0,618.35,618.43,0.0,-0.08,Match
P2726,P2726,P2726,2026-05-14,META,1292.0,1292.0,618.35,618.43,0.0,-0.08,Match
P2726,P2726,P2726,2026-05-14,META,1292.0,1292.0,618.43,618.43,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MMM,588.0,588.0,145.12,145.12,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MMM,588.0,588.0,146.77,145.12,0.0,1.65,Match
P2726,P2726,P2726,2026-05-14,MMM,588.0,588.0,146.77,145.12,0.0,1.65,Match
P2726,P2726,P2726,2026-05-14,MO,1171.0,1171.0,72.41,72.41,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MO,1171.0,1171.0,71.78,72.41,0.0,-0.63,Match
P2726,P2726,P2726,2026-05-14,MO,1171.0,1171.0,71.78,72.41,0.0,-0.63,Match
P2726,P2726,P2726,2026-05-14,MRK,1494.0,1494.0,113.41,113.41,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MRK,1494.0,1494.0,113.36,113.41,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,MRK,1494.0,1494.0,113.36,113.41,0.0,-0.05,Match
P2726,P2726,P2726,2026-05-14,MS,923.0,923.0,195.23,194.53,0.0,0.7,Match
P2726,P2726,P2726,2026-05-14,MS,923.0,923.0,194.53,194.53,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MS,923.0,923.0,195.23,194.53,0.0,0.7,Match
P2726,P2726,P2726,2026-05-14,MSFT,3810.0,3810.0,403.29,409.43,0.0,-6.14,Match
P2726,P2726,P2726,2026-05-14,MSFT,3810.0,3810.0,403.29,409.43,0.0,-6.14,Match
P2726,P2726,P2726,2026-05-14,MSFT,3810.0,3810.0,409.43,409.43,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,MU,670.0,670.0,802.3,776.01,0.0,26.29,Match
P2726,P2726,P2726,2026-05-14,MU,670.0,670.0,802.3,776.01,0.0,26.29,Match
P2726,P2726,P2726,2026-05-14,MU,670.0,670.0,776.01,776.01,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NEE,3997.0,3997.0,94.9,95.68,0.0,-0.78,Match
P2726,P2726,P2726,2026-05-14,NEE,3997.0,3997.0,94.9,95.68,0.0,-0.78,Match
P2726,P2726,P2726,2026-05-14,NEE,3997.0,3997.0,95.68,95.68,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NFLX,2513.0,2513.0,88.15,86.94,0.0,1.21,Match
P2726,P2726,P2726,2026-05-14,NFLX,2513.0,2513.0,88.15,86.94,0.0,1.21,Match
P2726,P2726,P2726,2026-05-14,NFLX,2513.0,2513.0,86.94,86.94,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NKE,2433.0,2433.0,42.02,42.02,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NKE,2433.0,2433.0,42.42,42.02,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,NKE,2433.0,2433.0,42.42,42.02,0.0,0.4,Match
P2726,P2726,P2726,2026-05-14,NOW,835.0,835.0,90.5,90.5,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NOW,835.0,835.0,86.55,90.5,0.0,-3.95,Match
P2726,P2726,P2726,2026-05-14,NOW,835.0,835.0,86.55,90.5,0.0,-3.95,Match
P2726,P2726,P2726,2026-05-14,NVDA,12455.0,12455.0,235.74,235.74,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,NVDA,12455.0,12455.0,231.58,235.74,0.0,-4.16,Match
P2726,P2726,P2726,2026-05-14,NVDA,12455.0,12455.0,231.58,235.74,0.0,-4.16,Match
P2726,P2726,P2726,2026-05-14,ORCL,1355.0,1355.0,187.18,195.61,0.0,-8.43,Match
P2726,P2726,P2726,2026-05-14,ORCL,1355.0,1355.0,187.18,195.61,0.0,-8.43,Match
P2726,P2726,P2726,2026-05-14,ORCL,1355.0,1355.0,195.61,195.61,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PEP,954.0,954.0,148.67,148.67,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PEP,954.0,954.0,149.69,148.67,0.0,1.02,Match
P2726,P2726,P2726,2026-05-14,PEP,954.0,954.0,149.69,148.67,0.0,1.02,Match
P2726,P2726,P2726,2026-05-14,PFE,3421.0,3421.0,25.75,25.75,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PFE,3421.0,3421.0,25.98,25.75,0.0,0.23,Match
P2726,P2726,P2726,2026-05-14,PFE,3421.0,3421.0,25.98,25.75,0.0,0.23,Match
P2726,P2726,P2726,2026-05-14,PG,1592.0,1592.0,143.5,142.71,0.0,0.79,Match
P2726,P2726,P2726,2026-05-14,PG,1592.0,1592.0,142.71,142.71,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PG,1592.0,1592.0,143.5,142.71,0.0,0.79,Match
P2726,P2726,P2726,2026-05-14,PLTR,1840.0,1840.0,133.73,133.73,0.0,0.0,Match
P2726,P2726,P2726,2026-05-14,PLTR,1840.0,1840.0,131.07,133.73,0.0,-2.66,Match
P2726,P2726,P2726,2026-05-14,PLTR,1840.0,1840.0,131.07,133.73,0.0,-2.66,Match
