fund_ticker,ft_fund_name,bbg_ticker,cusip,expense_ratio,launch_date,creation_unit_size,eod_blotter_group,eod_report_strategy,index_ticker_join,custodian,custody_service_provider,custody_account,triparty_account,cayman_account,clearing_service_provider,clearing_account,block_fund_identifier
P2726,FT Vest Total Return Inc Fd Series A2,P2726,,0.0265,2024-08-02,,FT_Private_Funds,CEF,SPXFIOUP,UMB,UMB,163327.1,163327.2,,SG,105501050041000000,
