fund_ticker,bbg_ticker,date,analysis_type,optticker,maturity,figi,occ_symbol,equity_underlying_ticker,equity_underlying_price,delta,strike,nav_shares,iiv_shares,trade_rebal,price,option_notional_value,option_market_value,option_delta_adjusted_notional,option_delta_adjusted_market_value,GICS_SECTOR_NAME,GICS_INDUSTRY_NAME,GICS_INDUSTRY_GROUP_NAME,REGULATORY_STRUCTURE,SECURITY_TYP
P2726,P2726,2026-05-14,eod,GOOG US 05/15/26 C395,2026-05-15,,GOOG  260515C00395000,GOOG,397.17,0.63713,395.0,-5,,,3.92,-198585.0,-1960.0,-126524.46105,-1248.7748,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-14,eod,GOOGL US 05/15/26 C400,2026-05-15,,GOOGL 260515C00400000,GOOGL,401.07,0.566076,400.0,-6,,,3.39,-240642.0,-2034.0,-136221.660792,-1151.398584,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-14,eod,HD US 05/15/26 C317.5,2026-05-15,,HD    260515C00317500,HD,304.35,0.049244,317.5,-1,,,0.15,-30435.0,-15.0,-1498.74114,-0.73866,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-14,eod,HON US 05/15/26 C212.5,2026-05-15,,HON   260515C00212500,HON,217.72,0.702609,212.5,-2,,,5.92,-43544.0,-1184.0,-30594.406296,-831.889056,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock
P2726,P2726,2026-05-14,eod,IBM US 05/15/26 C230,2026-05-15,,IBM   260515C00230000,IBM,218.37,0.03302,230.0,-2,,,0.09,-43674.0,-18.0,-1442.11548,-0.59436,Information Technology,IT Services,Software & Services,,Common Stock
P2726,P2726,2026-05-14,eod,INTC US 05/15/26 C125,2026-05-15,,INTC  260515C00125000,INTC,115.93,0.1342,125.0,-6,,,0.49,-69558.0,-294.0,-9334.6836,-39.4548,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,ISRG US 05/15/26 C450,2026-05-15,,ISRG  260515C00450000,ISRG,428.06,0.06595,450.0,-1,,,0.16,-42806.0,-16.0,-2823.0557,-1.0552,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-14,eod,JNJ US 05/15/26 C222.5,2026-05-15,,JNJ   260515C00222500,JNJ,230.8,0.986839,222.5,-3,,,8.67,-69240.0,-2601.0,-68328.73236,-2566.768239,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-14,eod,JPM US 05/15/26 C302.5,2026-05-15,,JPM   260515C00302500,JPM,299.91,0.304482,302.5,-4,,,0.87,-119964.0,-348.0,-36526.878648,-105.959736,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-14,eod,KO US 05/15/26 C78,2026-05-15,,KO    260515C00078000,KO,80.45,0.849107,78.0,-6,,,2.57,-48270.0,-1542.0,-40986.39489,-1309.322994,Consumer Staples,Beverages,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-14,eod,LIN US 05/15/26 C495,2026-05-15,,LIN   260515C00495000,LIN,511.65,0.893023,495.0,-3,,,17.5,-153495.0,-5250.0,-137074.565385,-4688.37075,Materials,Chemicals,Materials,,Common Stock
P2726,P2726,2026-05-14,eod,LLY US 05/15/26 C950,2026-05-15,,LLY   260515C00950000,LLY,1006.7,0.9737773,950.0,-1,,,57.02,-100670.0,-5702.0,-98030.160791,-5552.4781646,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-14,eod,LOW US 05/15/26 C230,2026-05-15,,LOW   260515C00230000,LOW,223.61,0.116252,230.0,-1,,,0.25,-22361.0,-25.0,-2599.510972,-2.9063,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-14,eod,LRCX US 05/15/26 C295,2026-05-15,,LRCX  260515C00295000,LRCX,299.15,0.616787,295.0,-2,,,9.45,-59830.0,-1890.0,-36902.36621,-1165.72743,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,MA US 05/15/26 C497.5,2026-05-15,,MA    260515C00497500,MA,489.94,0.166994,497.5,-1,,,0.85,-48994.0,-85.0,-8181.704036,-14.19449,Financials,Financial Services,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,MCD US 05/15/26 C275,2026-05-15,,MCD   260515C00275000,MCD,274.97,0.492598,275.0,-2,,,1.32,-54994.0,-264.0,-27089.934412,-130.045872,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock
P2726,P2726,2026-05-14,eod,MDLZ US 05/15/26 C62,2026-05-15,,MDLZ  260515C00062000,MDLZ,60.97,0.325232,62.0,-2,,,0.15,-12194.0,-30.0,-3965.879008,-9.75696,Consumer Staples,Food Products,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-14,eod,MDT US 05/15/26 C76,2026-05-15,,MDT   260515C00076000,MDT,76.97,0.841941,76.0,-3,,,1.09,-23091.0,-327.0,-19441.259631,-275.314707,Health Care,Health Care Equipment & Supplies,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-14,eod,META US 05/15/26 C610,2026-05-15,,META  260515C00610000,META,618.43,0.767581,610.0,-3,,,9.85,-185529.0,-2955.0,-142408.535349,-2268.201855,Communication Services,Interactive Media & Services,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-14,eod,MMM US 05/15/26 C143,2026-05-15,,MMM   260515C00143000,MMM,145.12,0.701728,143.0,-1,,,3.41,-14512.0,-341.0,-10183.476736,-239.289248,Industrials,Industrial Conglomerates,Capital Goods,,Common Stock
P2726,P2726,2026-05-14,eod,MO US 05/15/26 C68,2026-05-15,,MO    260515C00068000,MO,72.41,0.988349,68.0,-3,,,4.3,-21723.0,-1290.0,-21469.905327,-1274.97021,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-14,eod,MRK US 05/15/26 C111,2026-05-15,,MRK   260515C00111000,MRK,113.41,1.0,111.0,-3,,,2.22,-34023.0,-666.0,-34023.0,-666.0,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-14,eod,MS US 05/15/26 C192.5,2026-05-15,,MS    260515C00192500,MS,194.53,0.707749,192.5,-2,,,3.13,-38906.0,-626.0,-27535.682594,-443.050874,Financials,Capital Markets,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,MSFT US 05/15/26 C415,2026-05-15,,MSFT  260515C00415000,MSFT,409.43,0.22757,415.0,-8,,,0.94,-327544.0,-752.0,-74539.18808,-171.13264,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-14,eod,MU US 05/15/26 C740,2026-05-15,,MU    260515C00740000,MU,776.01,0.794993,740.0,-1,,,41.0,-77601.0,-4100.0,-61692.251793,-3259.4713,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,NEE US 05/15/26 C93,2026-05-15,,NEE   260515C00093000,NEE,95.68,1.0,93.0,-9,,,2.03,-86112.0,-1827.0,-86112.0,-1827.0,Utilities,Electric Utilities,Utilities,,Common Stock
P2726,P2726,2026-05-14,eod,NFLX US 05/15/26 C88,2026-05-15,,NFLX  260515C00088000,NFLX,86.94,0.256525,88.0,-5,,,0.24,-43470.0,-120.0,-11151.14175,-30.783,Communication Services,Entertainment,Media & Entertainment,,Common Stock
P2726,P2726,2026-05-14,eod,NKE US 05/15/26 C44,2026-05-15,,NKE   260515C00044000,NKE,42.02,0.036196,44.0,-5,,,0.02,-21010.0,-10.0,-760.47796,-0.36196,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,,Common Stock
P2726,P2726,2026-05-14,eod,NOW US 05/15/26 C91,2026-05-15,,NOW   260515C00091000,NOW,90.5,0.447753,91.0,-2,,,1.0,-18100.0,-200.0,-8104.3293,-89.5506,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-14,eod,NVDA US 05/15/26 C215,2026-05-15,,NVDA  260515C00215000,NVDA,235.74,0.974888,215.0,-27,,,20.85,-636498.0,-56295.0,-620514.262224,-54881.31996,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,ORCL US 05/15/26 C195,2026-05-15,,ORCL  260515C00195000,ORCL,195.61,0.541222,195.0,-3,,,3.25,-58683.0,-975.0,-31760.530626,-527.69145,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-14,eod,PEP US 05/15/26 C155,2026-05-15,,PEP   260515C00155000,PEP,148.67,0.036813,155.0,-2,,,0.04,-29734.0,-8.0,-1094.597742,-0.294504,Consumer Staples,Beverages,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-14,eod,PFE US 05/15/26 C25.5,2026-05-15,,PFE   260515C00025500,PFE,25.75,0.779195,25.5,-7,,,0.32,-18025.0,-224.0,-14044.989875,-174.53968,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",,Common Stock
P2726,P2726,2026-05-14,eod,PG US 05/15/26 C146,2026-05-15,,PG    260515C00146000,PG,142.71,0.088443,146.0,-3,,,0.19,-42813.0,-57.0,-3786.510159,-5.041251,Consumer Staples,Household Products,Household & Personal Products,,Common Stock
P2726,P2726,2026-05-14,eod,PLTR US 05/15/26 C137,2026-05-15,,PLTR  260515C00137000,PLTR,133.73,0.201329,137.0,-4,,,0.41,-53492.0,-164.0,-10769.490868,-33.017956,Information Technology,Software,Software & Services,,Common Stock
P2726,P2726,2026-05-14,eod,PM US 05/15/26 C170,2026-05-15,,PM    260515C00170000,PM,191.86,1.0,170.0,-2,,,21.82,-38372.0,-4364.0,-38372.0,-4364.0,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",,Common Stock
P2726,P2726,2026-05-14,eod,PYPL US 05/15/26 C45.5,2026-05-15,,PYPL  260515C00045500,PYPL,45.04,0.327212,45.5,-2,,,0.2,-9008.0,-40.0,-2947.525696,-13.08848,Financials,Financial Services,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,QCOM US 05/15/26 C220,2026-05-15,,QCOM  260515C00220000,QCOM,200.08,0.08737,220.0,-1,,,0.52,-20008.0,-52.0,-1748.09896,-4.54324,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,RTX US 05/15/26 C177.5,2026-05-15,,RTX   260515C00177500,RTX,175.68,0.299167,177.5,-3,,,0.72,-52704.0,-216.0,-15767.297568,-64.620072,Industrials,Aerospace & Defense,Capital Goods,,Common Stock
P2726,P2726,2026-05-14,eod,SBUX US 05/15/26 C105,2026-05-15,,SBUX  260515C00105000,SBUX,106.4,0.69424,105.0,-3,,,1.45,-31920.0,-435.0,-22160.1408,-301.9944,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,,Common Stock
P2726,P2726,2026-05-14,eod,SCHW US 05/15/26 C89,2026-05-15,,SCHW  260515C00089000,SCHW,89.44,0.613576,89.0,-3,,,0.99,-26832.0,-297.0,-16463.471232,-182.232072,Financials,Capital Markets,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,SO US 05/15/26 C92,2026-05-15,,SO    260515C00092000,SO,93.68,1.0,92.0,-5,,,1.25,-46840.0,-625.0,-46840.0,-625.0,Utilities,Electric Utilities,Utilities,,Common Stock
P2726,P2726,2026-05-14,eod,SPGI US 05/15/26 C420,2026-05-15,,SPGI  260515C00420000,SPGI,403.92,0.127223,420.0,-1,,,0.3,-40392.0,-30.0,-5138.791416,-3.81669,Financials,Capital Markets,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,T US 05/15/26 C25,2026-05-15,,T     260515C00025000,T,24.65,0.179417,25.0,-10,,,0.02,-24650.0,-20.0,-4422.62905,-3.58834,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock
P2726,P2726,2026-05-14,eod,TJX US 05/15/26 C155,2026-05-15,,TJX   260515C00155000,TJX,147.35,0.032497,155.0,-1,,,0.03,-14735.0,-3.0,-478.843295,-0.097491,Consumer Discretionary,Specialty Retail,Consumer Discretionary Distribution & Retail,,Common Stock
P2726,P2726,2026-05-14,eod,TSLA US 05/15/26 C425,2026-05-15,,TSLA  260515C00425000,TSLA,443.3,0.905696,425.0,-3,,,19.15,-132990.0,-5745.0,-120448.51104,-5203.22352,Consumer Discretionary,Automobiles,Automobiles & Components,,Common Stock
P2726,P2726,2026-05-14,eod,TXN US 05/15/26 C290,2026-05-15,,TXN   260515C00290000,TXN,308.17,0.938334,290.0,-1,,,19.02,-30817.0,-1902.0,-28916.638878,-1784.711268,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,,Common Stock
P2726,P2726,2026-05-14,eod,UBER US 05/15/26 C75,2026-05-15,,UBER  260515C00075000,UBER,74.69,0.436799,75.0,-4,,,0.63,-29876.0,-252.0,-13049.806924,-110.073348,Industrials,Ground Transportation,Transportation,,Common Stock
P2726,P2726,2026-05-14,eod,UNH US 05/15/26 C377.5,2026-05-15,,UNH   260515C00377500,UNH,399.09,0.878169,377.5,-2,,,22.8,-79818.0,-4560.0,-70093.693242,-4004.45064,Health Care,Health Care Providers & Services,Health Care Equipment & Services,,Common Stock
P2726,P2726,2026-05-14,eod,UNP US 05/15/26 C265,2026-05-15,,UNP   260515C00265000,UNP,269.34,1.0,265.0,-1,,,4.1,-26934.0,-410.0,-26934.0,-410.0,Industrials,Ground Transportation,Transportation,,Common Stock
P2726,P2726,2026-05-14,eod,UPS US 05/15/26 C100,2026-05-15,,UPS   260515C00100000,UPS,98.42,0.179514,100.0,-1,,,0.17,-9842.0,-17.0,-1766.776788,-3.051738,Industrials,Air Freight & Logistics,Transportation,,Common Stock
P2726,P2726,2026-05-14,eod,USB US 05/15/26 C55,2026-05-15,,USB   260515C00055000,USB,53.42,0.057845,55.0,-2,,,0.03,-10684.0,-6.0,-618.01598,-0.34707,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-14,eod,V US 05/15/26 C320,2026-05-15,,V     260515C00320000,V,322.52,0.731412,320.0,-3,,,3.0,-96756.0,-900.0,-70768.499472,-658.2708,Financials,Financial Services,Financial Services,,Common Stock
P2726,P2726,2026-05-14,eod,VZ US 05/15/26 C47,2026-05-15,,VZ    260515C00047000,VZ,47.06,0.523686,47.0,-6,,,0.31,-28236.0,-186.0,-14786.797896,-97.405596,Communication Services,Diversified Telecommunication Services,Telecommunication Services,,Common Stock
P2726,P2726,2026-05-14,eod,WFC US 05/15/26 C76,2026-05-15,,WFC   260515C00076000,WFC,73.79,0.069325,76.0,-4,,,0.05,-29516.0,-20.0,-2046.1967,-1.3865,Financials,Banks,Banks,,Common Stock
P2726,P2726,2026-05-14,eod,WM US 05/15/26 C220,2026-05-15,,WM    260515C00220000,WM,218.82,0.326469,220.0,-3,,,0.6,-65646.0,-180.0,-21431.383974,-58.76442,Industrials,Commercial Services & Supplies,Commercial & Professional Services,,Common Stock
P2726,P2726,2026-05-14,eod,WMT US 05/15/26 C131,2026-05-15,,WMT   260515C00131000,WMT,132.46,0.770386,131.0,-6,,,1.67,-79476.0,-1002.0,-61227.197736,-771.926772,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,,Common Stock
P2726,P2726,2026-05-14,eod,XOM US 05/15/26 C144,2026-05-15,,XOM   260515C00144000,XOM,152.78,0.78411,144.0,-9,,,8.65,-137502.0,-7785.0,-107816.69322,-6104.29635,Energy,"Oil, Gas & Consumable Fuels",Energy,,Common Stock
